number,link,Message,Subject Line,characters_count,and_or,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_obj_conn,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,removed_lines,label,not_sure,
61,https://github.com/torvalds/subsurface-for-dirk/commit/22fcef2ec7fd1efd3d1df2aba2b7b3af5d463288,"Save and parse notes and locations

It's pretty rough, but it seems to work.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Save and parse notes and locations,34,0,1,1,1,1,1,1,4,12,0,0,0.35,0.64,0.44,130,11,neutral,,
62,https://github.com/torvalds/subsurface-for-dirk/commit/bafc7e771ed3f7cfa2589772a7ab66821c0bab75,"We can't save escape characters.

I think it should be legal xml, but whatever.  libxml2 is very unhappy,
and complains when loading - even if I escape them.  So let's just
replace the low escape characters with '?'.

The only thing to ever care was my test-case, I suspect.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",We can't save escape characters.,32,1,1,1,0,0,1,1,1,1,0,0,-1,1,-1,9,0,good,,
63,https://github.com/torvalds/subsurface-for-dirk/commit/f7fb74f3a78b4fbf561eb91548cf3e355af9b8b1,"Fix wrongly nested watertemp xml entry

Too much cut-and-paste: the ending tag said ""airtemp"".

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Fix wrongly nested watertemp xml entry,38,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,1,good,,
64,https://github.com/torvalds/subsurface-for-dirk/commit/2cd2cafdf4fc1ea37872f172a62d3d38220adf64,"Generate 'watertemp' field from samples if required

Sure, it's redundant, but it's convenient for the general dive info.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Generate 'watertemp' field from samples if required,51,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,5,0,good,,
65,https://github.com/torvalds/subsurface-for-dirk/commit/8042246df6f7673873e02f5255029370b1f42e3c,"Show temperature in the info summary

If it exists, it really does help identify the dive.  At least it does
for me: ""local or Maui""?

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Show temperature in the info summary,36,1,1,1,1,1,1,1,1,2,0,0,-1,1,1,9,1,good,,
66,https://github.com/torvalds/subsurface-for-dirk/commit/d9106995d39138dbce5f3306a391361f68ce0a07,"Hack up some very rudimentary support for the Uemis xml format

I think I'll need to re-organize the handling of per-format code, but
for now we just mix it all up.

The uemis conversion is also questionable even for just the small parts
I do.  Does it really do ""centiPSI""? That sounds crazy.  I'm waiting for
Dirk to send me some actual human-readable output from the dives, right
now some of it is just rough guesses.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Hack up some very rudimentary support for the Uemis xml format,62,1,1,1,1,1,1,1,1,20,0,0,0.74,0.8,0.84,193,1,neutral,1,
67,https://github.com/torvalds/subsurface-for-dirk/commit/9506c4bf0a6626b81ae5fad25fb26cf57d9ce8fe,"Use 'units' value instead of guessing based on integer/FP

We still end up guessing based on magnitude of the value, though: it
might be 'bar' or 'mbar', we end up picking one or the other based on
just how big the value is.

I should make it look at any possible explicit units too, since at least
with good xml, they exist.  Of course, the only good xml I've seen so
far is the one we generate ourselves ;)

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Use 'units' value instead of guessing based on integer/FP,57,1,1,1,1,1,1,1,1,7,0,0,0.5,-1,0.25,26,48,good,,
68,https://github.com/torvalds/subsurface-for-dirk/commit/a5e4c7ffd1da2e58d0d283389e0d9a0ffce7e783,"Silently ignore zero pressure

Don't complain about them, they're just missing values

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Silently ignore zero pressure,29,1,1,1,1,0,1,1,1,1,0,1,-1,1,-1,3,0,good,,
69,https://github.com/torvalds/subsurface-for-dirk/commit/ef0d00e76a2343f5d730eff3381d6715e3134ae8,"Improve uemis xml parsing a bit

It looks like the ""units.pressure"" setting is only about the units that
things are *shown* in on the wrist computer: the units in the file are
always in bar (or rather, centi-bar).

Which is definitely the right thing to do, and means that we shouldn't
care about parsing the units setting.  It's purely about how something
is shown, not about parsing.

That's probably true of the other units too, but let's see when I have
more data to go on.

Also, parse water temperatures and tank pressure.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Improve uemis xml parsing a bit,31,1,1,1,1,1,1,1,1,7,0,0,1,0.83,0.69,58,13,good,,
70,https://github.com/torvalds/subsurface-for-dirk/commit/5f05173e793d49319c727240014b59a04bd4075c,"Do a dive de-dup pass

If given multiple dives at the same time, just de-dup the dives.  This
happens when you've dumped the whole dive-computer several times, and
some dives show up in multiple dumps.

When de-duping, try to avoid dropping data.  So if one dive has notes
attached to it, and the other one does not, pick the notes from the dive
that does have them.  Obvious stuff like that.

The sample merge is also written so that it should be possible to merge
two dives. Which we don't actually do yet.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Do a dive de-dup pass,21,1,1,1,1,1,1,1,3,7,0,0,0.08,0.5,0.51,181,5,neutral,1,
71,https://github.com/torvalds/subsurface-for-dirk/commit/3def2b1aacd9c018f1bfe9b7f8bce467239cc3b0,"Add location note to the top bar too.

I really don't understand the packing rules.  This does not look like
what I intended.

Oh well.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Add location note to the top bar too.,37,1,1,1,0,1,1,1,1,4,0,0,-1,0.3,1,25,10,good,,
72,https://github.com/torvalds/subsurface-for-dirk/commit/f8e39675cccd01b4b76d88b0f9bef922fce3e8f3,"Update README a bit

..since this is now on github, might as well tell people what they need
to compile it, and warn them about the state of the project.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Update README a bit,19,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,36,1,good,,
73,https://github.com/torvalds/subsurface-for-dirk/commit/1e75ceac0dbbf6a6eef1e13f076c3ae6a7af4c55,"Add various dive fixups, and show pressure (if any) in the plot

Now the dive profile plot *really* needs some units.  The pressure is
just a random line otherwise.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>","Add various dive fixups, and show pressure (if any) in the plot",63,0,1,1,1,1,1,1,6,12,0,0.17,0.07,0.45,0.4,308,176,bad,,
74,https://github.com/torvalds/subsurface-for-dirk/commit/2804dc42d81a728c62b173f55bbfc075cf643a00,"Only update mean/max depths with computed ones if they are way off

The computer may track ""real"" max depth more closely than it tracks
samples.  So we trust the non-computed mean/max depths more than the
computed ones.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Only update mean/max depths with computed ones if they are way off,66,1,1,1,1,0,1,1,1,2,0,0,1,1,1,27,2,good,,
75,https://github.com/torvalds/subsurface-for-dirk/commit/c1bed52a777fb8d03e056afddf7879af7b94d157,"Add 'mean depth' marker on dive plot

Just because I can.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Add 'mean depth' marker on dive plot,36,1,1,1,1,1,1,1,1,1,0,0,-1,-1,1,14,8,good,,
76,https://github.com/torvalds/subsurface-for-dirk/commit/f31e17a0ae69696ce338bbb79dc4afba89bf8d5f,dive.c: Fix spelling.,dive.c: Fix spelling.,21,1,1,1,0,1,1,1,1,0,1,-1,-1,-1,-1,1,1,good,,
77,https://github.com/torvalds/subsurface-for-dirk/commit/b176daf6d6d169bfa9b811687bd7696b1bb6063f,"Do better cylinder information management

Instead of just tracking gasmix, track the size and workng pressure of
the cylinder too.

And use ""cylinder"" instead of ""tank"" throughout.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Do better cylinder information management,41,1,1,1,1,1,1,1,5,30,0,0.03,0.63,0.6,0.5,182,88,neutral,,
78,https://github.com/torvalds/subsurface-for-dirk/commit/4d62478e14fe8bef8ae88a55b0864217b400b719,"Use the newer GtkUIManager for menu creation.

Signed-off-by: Nathan Samson <nathansamson@gmail.com>
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Use the newer GtkUIManager for menu creation.,45,1,1,1,0,1,1,1,1,1,0,0,1,1,1,25,12,good,,
79,https://github.com/torvalds/subsurface-for-dirk/commit/3a04342607a9fa7255be60ee5d4b8a816ecb7b0a,"Improve the layout of the text entries in gtk3. For gtk2 this could also be useful

Signed-off-by: Nathan Samson <nathansamson@gmail.com>
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Improve the layout of the text entries in gtk3. For gtk2 this could also be useful,82,1,1,1,1,1,0,1,1,1,0,0,1,-1,1,7,1,neutral,,
80,https://github.com/torvalds/subsurface-for-dirk/commit/6fd86ab6b7784e11f67c879b51c37c6e0011416f,"Don't bother saving n2 percentage

It's all calculated anyway, and for the same reason we don't bother even
parsing it at load time, we really shouldn't bother saving it either.

The only thing you can do with that value is ""check if the percentages
add up to 100%"", and so what?

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Don't bother saving n2 percentage,33,1,1,1,1,0,1,1,1,1,0,0,1,-1,1,0,2,good,,
81,https://github.com/torvalds/subsurface-for-dirk/commit/a6b9eaee0aa2ff67482560f4401e0dc6f2c79237,"Add 'Quit' menu item, and fix invisible ""File"" on gtk2

I didn't even notice that the ""File"" part of the file menu no longer
showed up, since the keyboard accelerator for ^S worked fine..  But
apparently there's no default label associated with GTK_STOCK_FILE in
gtk2, so the ""File"" text went away with the conversion to GtkUIManager
in commit 4d62478e14fe (""Use the newer GtkUIManager for menu creation."")

The addition of a Quit menu entry with the associated keyboard
accelerator also makes ^Q ""just work"".

Of course, if we actually tracked dirty state etc, we could perhaps ask
the user whether they wanted to save or something.  But I'm not exactly
famous for my GUI chops, so ..

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>","Add 'Quit' menu item, and fix invisible ""File"" on gtk2",54,0,1,1,1,1,1,1,1,2,0,0,1,1,1,11,4,good,,
82,https://github.com/torvalds/subsurface-for-dirk/commit/5ea6b229f88aa5dacb80fedf9d316c31584c429d,"Change location to a text entry instead of text view.

Signed-off-by: Nathan Samson <nathansamson@gmail.com>",Change location to a text entry instead of text view.,53,1,1,1,0,1,1,1,1,6,0,0,1,1,1,21,6,good,,
83,https://github.com/torvalds/subsurface-for-dirk/commit/14547d8ca26fb91b145c6051e541863fb89b76b5,"Word wrap the info textview. Also do not show the scrollbars if not necessary.

Signed-off-by: Nathan Samson <nathansamson@gmail.com>",Word wrap the info textview. Also do not show the scrollbars if not necessary.,78,1,1,1,0,1,0,1,1,1,0,0,-1,-1,1,2,0,neutral,,441
84,https://github.com/torvalds/subsurface-for-dirk/commit/f12382c66f2b3deddf38f7d51fda3a2c75a0c5fa,"Removed the unused startemp and enttemp calculations. This fixes a compiler warning too.

Signed-off-by: Nathan Samson <nathansamson@gmail.com>",Removed the unused startemp and enttemp calculations. This fixes a compiler warning too.,88,0,1,1,0,0,0,1,1,1,0,0,1,-1,1,0,4,bad,,231
85,https://github.com/torvalds/subsurface-for-dirk/commit/a57668127eb0e00bc467ae0fc487592e95c17227,"Oops. I forgot to 'fclose()' the file after saving the xml

It never actually triggered anything for me, but any buffered data might
be lost, especially if you force-exit the application after saving a
dive log.

This probably explains a corrupted (truncated) dive file report from
Nathan Samson.

Reported-by: Nathan Samson <https://github.com/nathansamson>
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Oops. I forgot to 'fclose()' the file after saving the xml,58,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,neutral,,328
86,https://github.com/torvalds/subsurface-for-dirk/commit/797343bf8ac6105f9566ce0d662f4289d5d9d410,"Update gitignore for the name-change of the executable

It's not called 'parse' any more.  And I think I should rename 'divelog'
too to something more unique.  Right now the working name for the
project is 'diveclog' (kind of like 'jdivelog') , but I'm not convinced
that the ""C implementation"" part is really important enough to make a
point of long-term.

""subsurface""? I don't know.  Maybe I should follow the ""name all
projects after myself"" mantra.  ""divenut""?

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Update gitignore for the name-change of the executable,54,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good,,
87,https://github.com/torvalds/subsurface-for-dirk/commit/1117cd37d71e294069a670bdf0851041575e0d5f,"Use a pane so the dive list can be made wider or smaller to the users wishes

Signed-off-by: Nathan Samson <nathansamson@gmail.com>",Use a pane so the dive list can be made wider or smaller to the users wishes,76,0,1,1,1,1,0,1,1,1,0,0,1,-1,-1,12,11,neutral,,
88,https://github.com/torvalds/subsurface-for-dirk/commit/6138d151e9156bdf15843b1b54104428c5124e38,"Remove the redundant frames in the notebook. Closes #9

Signed-off-by: Nathan Samson <nathansamson@gmail.com>",Remove the redundant frames in the notebook. Closes #9,54,1,1,1,1,1,1,1,4,5,0,0,-1,-1,-1,11,20,good,,
89,https://github.com/torvalds/subsurface-for-dirk/commit/23a6607ae7ce9335be736c3400e4b8d77744af16,"Fix typo in Makefile (LDLAGS -> LDFLAGS)

Reported-by: Konrad Delong <https://github.com/konryd>
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Fix typo in Makefile (LDLAGS -> LDFLAGS),40,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,good,,
90,https://github.com/torvalds/subsurface-for-dirk/commit/c4514b062a9866153c179d4b6ecf7972c9496891,"Some UI beauty patches:

Uppercase first letter for each label word
Tweak the paddings for easier reading
Rename File menu to Log menu
Add a separator before Quit in the Log menu
Remove frame in extended diving info and add 6px padding

Signed-off-by: Hylke Bons <hylkebons@gmail.com>",Some UI beauty patches:,23,1,1,1,1,0,1,0,3,4,0,0,-1,-1,-1,14,15,neutral,,
91,https://github.com/torvalds/subsurface-for-dirk/commit/31123f63af0a2b6a9756b8496f56359d1c68a645,"Split the dive list in columns. Columns are sortable now (name = date, depth, duration)

Signed-off-by: Nathan Samson <nathansamson@gmail.com>","Split the dive list in columns. Columns are sortable now (name = date, depth, duration)",87,1,1,1,1,1,0,1,2,4,0,0,-1,1,1,46,8,neutral,,
92,https://github.com/torvalds/subsurface-for-dirk/commit/9961c7f89ce6353609383b16b9fbf3a30e4d8604,"Remove redundant temperature readings

I'm aiming to really differentiate in dive log software by making my XML
export files be *clean*, dammit.

That means that we don't have random names, we don't have crazy random
units, and we don't have redundant information.

So when the temperature doesn't change, just don't report it.  That's
already what ""no sample"" means, just clean things up.

Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>",Remove redundant temperature readings,37,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,17,0,good,,
